ranking,nombre,institucion,disciplina,h_index,citas,trabajos,scholar_id,openalex_id,orcid,topics
527,Darí­o Montero,University of Chile,Ciencia Política,3,237,19,,A5007307255,0000-0003-3145-5713,Critical Theory and Philosophy; Political and Social Dynamics in Chile and Latin America; Cultural and Social Studies in Latin America; Political Theory and Democracy; Marxism and Critical Theory
528,Gonzalo Bustamante Kuschel,Adolfo Ibáñez University,Ciencia Política,3,204,23,,A5067264411,0000-0002-0886-5960,Seventeenth-Century Political and Philosophical Thought; Political Theory and Democracy; Political Theology and Sovereignty; Comparative International Legal Studies; Political Dynamics in Latin America
529,Carolina Cabezas Cáceres,University of the Americas,Sociología,3,193,31,,A5011781589,,Social Sciences and Policies; Health and Medical Education; Public Health and Social Inequalities; Literary and Cultural Studies; Health and Lifestyle Studies
530,Javier Ríos,University of Valparaíso,Ciencia Política,3,57,21,,A5108749130,,Educational theories and practices; Social Sciences and Policies; Human Rights and Immigration; Administrative Law and Governance; Criminal Justice and Penology
531,Guillermo Díaz,Universidad Andrés Bello,Ciencia Política,3,58,10,,A5082742709,0000-0002-4675-6677,Electoral Systems and Political Participation; Fiscal Policy and Economic Growth; Media Influence and Politics; Efficiency Analysis Using DEA; Fiscal Policies and Political Economy
532,Ignacio Alba de Cáceres,Pontificia Universidad Católica de Chile,Ciencia Política,3,58,18,,A5087592993,0000-0002-6637-2224,Religion and Society in Latin America; Political and Social Dynamics in Chile and Latin America; Social Capital and Networks; Electoral Systems and Political Participation; Sports and Physical Education Studies
533,Carlos Lange Valdés,University of Chile,Ciencias Sociales,3,58,25,,A5066388826,,"Latin American Urban Studies; Regional Development and Innovation; Aging, Health, and Disability; Social Sciences and Policies; Urbanism, Landscape, and Tourism Studies"
534,Herminio Barreiro Rodríguez,Universidad de Santiago de Chile,Educación,3,58,60,,A5078207605,,History of Education in Spain; Educational Practices and Policies; Social Sciences and Policies; Spanish History and Politics; Education in Rural Contexts
535,Ignacio Cienfuegos Spikin,Alberto Hurtado University,Ciencia Política,3,69,7,,A5050116742,,Risk and Safety Analysis; Dutch Social and Cultural Studies; Social Sciences and Policies; Public Policy and Governance; Cooperative Studies and Economics
536,Carmen Gloria Carbonell,Hospital del Trabajador,Psicología,3,163,18,,A5051331227,0000-0001-9279-1847,"Stress and Burnout Research; Aging, Health, and Disability; Psychological Treatments and Disorders; Posttraumatic Stress Disorder Research; Social Sciences and Policies"
537,Nolfa Ibáñez,Metropolitan University of Educational Sciences,Sociología,3,142,4,,A5079093820,,"Indigenous Cultures and Socio-Education; Migration, Education, Indigenous Social Dynamics; Education and Teacher Training; Social Sciences and Policies; Cultural and Social Studies in Latin America"
538,Ramón López Vega,University of Chile,Sociología,3,64,12,,A5022268067,,"Economic Theory and Policy; Fiscal Policy and Economic Growth; Income, Poverty, and Inequality; Environmental Impact and Sustainability; Economic and Social Development"
539,Miguel Ruiz Stull,University of Chile,Sociología,3,19,32,,A5046213956,0000-0002-7655-2480,Classical Philosophy and Thought; Literary and Cultural Studies; Philosophical and Cultural Analysis; Philosophical Thought and Analysis; Philosophical and Theoretical Analysis
540,Raquel Rubio,Universidad de Santiago de Chile,Ciencia Política,3,19,32,,A5028538167,0000-0003-4997-3543,"Second Language Learning and Teaching; Social Sciences and Policies; Spanish Linguistics and Language Studies; Latin American socio-political dynamics; Employment, Labor, and Gender Studies"
541,Andrea Uribe,University of Concepción,Educación,3,20,5,,A5029861722,0000-0002-1601-0313,Social Sciences and Policies; Medieval Iberian Studies; Mechatronics Education and Applications; Advanced Control Systems Design; Archaeological and Historical Studies
542,Claudio Retamales Molina,University of Chile,Ciencias Sociales,3,20,6,,A5112146938,,Social Sciences and Policies; Pelvic and Acetabular Injuries; Shoulder and Clavicle Injuries; Orthopedic Surgery and Rehabilitation; Nerve Injury and Rehabilitation
543,Sofía Correa,University of Chile,Ciencia Política,3,14,8,,A5009908508,0000-0002-3329-9841,Political and Social Dynamics in Chile and Latin America; Opinion Dynamics and Social Influence; Electoral Systems and Political Participation; Religious and Theological Studies; Political Dynamics in Latin America
544,Borja Castro-Serrano,Universidad Andrés Bello,Sociología,3,48,38,,A5060725629,0000-0001-7422-3205,Social Sciences and Policies; Philosophical and Cultural Analysis; Education and Teacher Training; Social Work Education and Practice; Philosophy and Education Pedagogy
545,Mônica Solange de Martino Bermúdez,Universidad La República,Ciencia Política,3,41,38,,A5007089298,0000-0002-1586-6531,"Social Sciences and Policies; Social and Political Issues; Aging, Health, and Disability; Latin American socio-political dynamics; Gender and Feminist Studies"
546,María Isidora Mena Edwards,Pontificia Universidad Católica de Chile,Educación,3,42,3,,A5078845955,,Education and Teacher Training; Educational Innovations and Technology; Social Sciences and Policies; Social Skills and Education; Inclusive Education and Diversity
547,Francisca Beroíza‐Valenzuela,Centro de Estudios Científicos,Ciencia Política,3,42,19,,A5019012444,0000-0003-2424-1207,Career Development and Diversity; Education and Teacher Training; Political and Social Dynamics in Chile and Latin America; Gender Diversity and Inequality; Social and Intergroup Psychology
548,M. Alejandra Inostroza,Millennium Science Initiative,Ciencia Política,3,42,20,,A5059381723,0000-0003-0756-7352,Social Sciences and Policies; Corporate Finance and Governance; Family Business Performance and Succession; Social Work Education and Practice; Entrepreneurship Studies and Influences
549,Alex Alarcón,University of Chile,Sociología,3,278,9,,A5050015697,,"Social Sciences and Policies; Aging, Health, and Disability; Employment, Labor, and Gender Studies; Business, Education, Mathematics Research; Nationalism and Cultural Identity"
550,Melissa Soto,Pontificia Universidad Católica de Chile,Sociología,3,41,4,,A5080544438,,Career Development and Diversity; Concrete and Cement Materials Research; Gender Diversity and Inequality; Management and Organizational Studies; Recycling and utilization of industrial and municipal waste in materials production
551,M. Cortes,University of La Serena,Comunicación,3,23,4,,A5112552594,,"Multimedia Communication and Technology; Mobile Agent-Based Network Management; Drilling and Well Engineering; Oil and Gas Production Techniques; IPv6, Mobility, Handover, Networks, Security"
552,Klaudio Duarte,University of Chile,Ciencia Política,3,23,5,,A5015244077,,Educational Practices and Policies; Educational theories and practices; Education in Rural Contexts; Latin American socio-political dynamics; Social Sciences and Policies
553,Lilian Salvo,Universidad Católica de la Santísima Concepción,Psicología,3,23,6,,A5113805729,,"Stress and Burnout Research; Aging, Health, and Disability; Social Sciences and Policies; Psychology Research and Bibliometrics; Health and Medical Education"
554,Sylvia Soto-Alvarado,Austral University of Chile,Sociología,3,23,7,,A5011790293,0000-0003-3032-4084,"Migration, Education, Indigenous Social Dynamics; Migration and Labor Dynamics; Social Sciences and Policies; Immigration and Intercultural Education; Migration, Racism, and Human Rights"
555,F. Illana Robles,University of Concepción,Ciencia Política,3,23,8,,A5110955145,,Social Sciences and Policies; Healthcare Systems and Technology; Political Theory and Democracy; Political and Social Dynamics in Chile and Latin America; Health and Medical Education
556,Hernán Cuevas,University of Concepción,Ciencia Política,3,23,12,,A5026398704,,"Gender and Feminist Studies; Social Sciences and Policies; Public Policy and Governance; Employment, Labor, and Gender Studies; Latin American and Latino Studies"
557,Fernando Robles Salgado,University of Concepción,Sociología,3,25,10,,A5009291828,,"Social Sciences and Policies; Education and Digital Technologies; Gender, Health, and Social Inequality; Advertising and Communication Studies; Linguistics and Discourse Analysis"
558,Felipe Orellana Gallardo,Alberto Hurtado University,Ciencias Sociales,3,25,17,,A5068680463,0000-0002-9099-4007,"Religion and Society in Latin America; Religious and Theological Studies; Religion and Society Interactions; Latin American Urban Studies; Religion, Society, and Development"
559,Jorge Gibert Galassi,University of Valparaíso,Ciencia Política,3,25,28,,A5058493561,0000-0002-2530-2123,"Social Sciences and Policies; Science and Science Education; Science, Technology, and Education in Latin America; Philosophical Thought and Analysis; Public Policy and Governance"
560,Menara Lube-Guizardi,University of Tarapacá,Sociología,3,37,9,,A5037255402,,"Migration, Education, Indigenous Social Dynamics; Immigration and Intercultural Education; Migration, Racism, and Human Rights; Employment, Labor, and Gender Studies; Social Sciences and Policies"
561,Viviana Toro,University of Chile,Ciencias Sociales,3,137,5,,A5008821427,,Social Sciences and Policies; Social Issues and Sustainability; Forensic Anthropology and Bioarchaeology Studies; Orthodontics and Dentofacial Orthopedics; MicroRNA in disease regulation
562,Ana Lucía Sánchez,Dirección de Investigación y Desarrollo,Ciencias Sociales,3,19,15,,A5102741900,0000-0003-2256-6147,"Conflict, Peace, and Violence in Colombia; Pleural and Pulmonary Diseases; Cardiac tumors and thrombi; Social Sciences and Policies; Lung Cancer Diagnosis and Treatment"
563,David Román Soto,Metropolitan University of Educational Sciences,Sociología,3,18,13,,A5085186412,0000-0002-0075-4094,Education and Teacher Training; Social Sciences and Policies; History of Education in Spain; Immigration and Intercultural Education; Inclusive Education and Diversity
564,Sara Salum Alvarado,University of Valparaíso,Ciencias Sociales,3,18,14,,A5026860950,0000-0001-9464-4998,Criminal Justice and Penology; Social Sciences and Policies; Health and Lifestyle Studies; Comparative constitutional jurisprudence studies; Legal processes and jurisprudence
565,Andrés Recasens Salvo,University of Chile,Ciencia Política,3,18,16,,A5048401870,,Social Sciences and Policies; Cultural and Social Studies in Latin America; Cultural and political discourse analysis; Immigration and Intercultural Education; Latin American Cultural Politics
566,Fernando Verdugo,Pontificia Universidad Católica de Chile,Educación,3,18,18,,A5076801258,0000-0001-7085-3031,Religious and Theological Studies; Religion and Society in Latin America; Higher Education and Sustainability; Social Sciences and Policies; Education for Peace and Conflict Resolution
567,C. Mendoza,University of Chile,Ciencia Política,3,19,4,,A5101598722,0009-0006-0055-8145,"Healthcare Systems and Technology; Management, Economics, and Public Policy; Latin American socio-political dynamics; Accounting and Organizational Management; Developmental and Educational Neuropsychology"
568,Gonzalo Contreras Aguirre,Universidad Diego Portales,Ciencia Política,3,19,6,,A5103604273,,Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy; Comparative constitutional jurisprudence studies; Politics and Society in Latin America; Political Dynamics in Latin America
