ranking,nombre,institucion,disciplina,h_index,citas,trabajos,scholar_id,openalex_id,orcid,topics
701,Marlene Negrier,Universidad de La Frontera,Sociología,2,16,6,,A5112888978,0000-0002-3534-1011,"Big Data and Business Intelligence; Gender Diversity and Inequality; Smart Agriculture and AI; Employment, Labor, and Gender Studies; Business Process Modeling and Analysis"
702,Perrine Delbury,University of Bío-Bío,Ciencia Política,2,16,6,,A5081138452,0000-0002-4643-2840,"Education and Teacher Training; Education, sociology, and vocational training; Social Policies and Family; Philosophy, Sociology, Political Theory; Higher Education Learning Practices"
703,Ramón Vivanco Muñoz,Universidad de Los Lagos,Educación,2,28,11,,A5064842335,0000-0002-9673-7052,"Violence, Education, and Gender Studies; Employment, Labor, and Gender Studies; Gender and Feminist Studies; Health and Lifestyle Studies; Social Sciences and Policies"
704,Yhurika Sandra Tukamoto,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Ciencia Política,2,29,2,,A5019121773,,"Accounting and Organizational Management; Business and Management Studies; Auditing, Earnings Management, Governance; Corporate Finance and Governance"
705,Diego Alejandro Casas Ramírez,Universidad Diego Portales,Ciencia Política,2,29,10,,A5017736002,0000-0001-6414-364X,"History and Politics in Latin America; Conflict, Peace, and Violence in Colombia; Political Dynamics in Latin America; Diaspora, migration, transnational identity; Populism, Right-Wing Movements"
706,Carolina Muñoz Guzmán,Pontificia Universidad Católica de Chile,Ciencia Política,2,30,9,,A5090868484,,Social Sciences and Policies; Social Work Education and Practice; Child Welfare and Adoption; Public Policy and Governance; Social Policy and Reform Studies
707,Natalia Miranda,Universidad Mayor,Ciencia Política,2,30,12,,A5091359419,0000-0001-9391-2778,"Social Policy and Reform Studies; Political and Social Dynamics in Chile and Latin America; Social Sciences and Policies; Retirement, Disability, and Employment; Business and Management Studies"
708,Mercedes Nicolás Lizama,Pontificia Universidad Católica de Valparaíso,Sociología,2,13,6,,A5024704527,,Human Rights and Immigration; Social Sciences and Policies; Immigration and Intercultural Education; Plant and animal studies; Insect and Arachnid Ecology and Behavior
709,F Gustavo Cuevas,University of Chile,Ciencia Política,2,30,20,,A5057502755,,Social Sciences and Policies; Comparative constitutional jurisprudence studies; Human Rights and Immigration; Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy
710,Víctor M. Valenzuela,Pontificia Universidad Católica de Chile,Ciencias Sociales,2,28,12,,A5113728660,,"Social Sciences and Policies; Spanish Literature and Culture Studies; Latin American Literature Studies; Latin American Literature Analysis; Literature, Magical Realism, García Márquez"
711,María Antonieta Urquieta Álvarez,University of Chile,Ciencias Sociales,2,28,14,,A5037214644,0000-0002-0999-4983,"Social Sciences and Policies; Latin American Urban Studies; Aging, Health, and Disability; Social Issues and Sustainability; Regional Development and Innovation"
712,Cecilia Bastías Díaz,University of Concepción,Educación,2,27,12,,A5035534137,0000-0002-1751-2905,"Education and Teacher Training; Higher Education Teaching and Evaluation; Migration, Education, Indigenous Social Dynamics; Educational theories and practices; Social Sciences and Policies"
713,Margarita Quezada Venegas,Pontificia Universidad Católica de Chile,Ciencias Sociales,2,13,7,,A5078421578,0000-0002-0107-8614,"Social Sciences and Policies; Disaster Response and Management; Aging, Health, and Disability; Resilience and Mental Health; Homelessness and Social Issues"
714,Ricardo Hevia Rivas,Research Center for Integrated Disaster Risk Management,Ciencia Política,2,13,10,,A5059596114,,Public Policy and Governance; Education and Teacher Training; Social Sciences and Policies; Economic and Social Development; Educational Practices and Policies
715,María José Poblete,Pontificia Universidad Católica de Chile,Ciencias Sociales,2,13,10,,A5040856212,,"Social Sciences and Policies; Inflammatory Myopathies and Dermatomyositis; Occupational Therapy Practice and Research; Aging, Health, and Disability; Skin Diseases and Diabetes"
716,Ana María Galdames Paredes,Universidad Central de Chile,Educación,2,13,17,,A5052218940,0000-0002-9779-7698,"Social Sciences and Policies; Education and Teacher Training; Education in Rural Contexts; Social Issues and Sustainability; Migration, Education, Indigenous Social Dynamics"
717,A. Carrasco,University of Concepción,Sociología,2,13,18,,A5102713093,0009-0003-3289-6358,"Social Sciences and Policies; Global trade, sustainability, and social impact; Latin American Literature Analysis; Cultural and Social Studies in Latin America; Temporomandibular Joint Disorders"
718,Joaquín Fermandois Huerta,Pontificia Universidad Católica de Chile,Ciencia Política,2,13,20,,A5087676971,,Political and Social Dynamics in Chile and Latin America; International Relations in Latin America; Political Theory and Democracy; Social Sciences and Policies; Educational Practices and Sociocultural Research
719,Alexandra Torres A,University of Concepción,Psicología,2,34,3,,A5056875951,,"Stress and Burnout Research; Nursing care and research; Philosophy and Education Pedagogy; Social Sciences and Policies; Aging, Health, and Disability"
720,Beatriz Revuelta,Universidad Central de Chile,Ciencia Política,2,34,6,,A5074277881,0000-0002-1550-4960,Social Sciences and Policies; Economic and Social Development; Venezuelan Migration and Society; Labor Law and Work Dynamics; Political and Social Dynamics in Chile and Latin America
721,Ignacio Soto Castro,Universidad Diego Portales,Ciencia Política,2,31,3,,A5006818103,,Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy; Cultural and political discourse analysis; Politics and Society in Latin America
722,Danilo Martucelli,Universidad Diego Portales,Sociología,2,31,6,,A5081001789,,"Education, sociology, and vocational training; Psychological Treatments and Disorders; Educational theories and practices; Philosophy and Education Pedagogy; Healthcare Systems and Practices"
723,Alejandro San Francisco,San Sebastián University,Ciencia Política,2,31,33,,A5035383749,,Historical Studies in Latin America; Political and Social Dynamics in Chile and Latin America; Social Sciences and Policies; Comparative constitutional jurisprudence studies; Cultural and Social Studies in Latin America
724,Melissa Andrea Flores Águila,Universidad de Magallanes,Educación,2,13,3,,A5012255617,0000-0001-6176-140X,"Social Sciences and Policies; Education and Teacher Training; Higher Education and Sustainability; Aging, Health, and Disability; Social impacts of COVID-19"
725,Morales Castro,Viña del Mar University,Ciencia Política,2,13,3,,A5002054987,,Political Theory and Democracy; International Relations in Latin America; Healthcare Policy and Management; Latin American social science; Medical research and treatments
726,Vanda Andrés Felli,Inria Chile,Psicología,2,13,5,,A5041795210,,Stress and Burnout Research; Health and Lifestyle Studies; Occupational Health and Burnout; COVID-19 and Mental Health; Social Sciences and Policies
727,Cristian Leonardo Santamaría Galeano,Universidad Bernardo O'Higgins,Psicología,2,13,6,,A5073860832,0000-0001-5564-1081,Child and Adolescent Psychosocial and Emotional Development; Attention Deficit Hyperactivity Disorder; Stress and Burnout Research; Adolescent Sexual and Reproductive Health; Social Sciences and Policies
728,Camila Barría,Universidad de Magallanes,Educación,2,28,2,,A5055534162,,"Social Sciences and Policies; Inclusive Education and Diversity; Social Issues and Sustainability; Aging, Health, and Disability"
729,Catalina Arteaga A,University of Chile,Ciencias Sociales,2,28,2,,A5022238449,,Social Sciences and Policies; Stress and Burnout Research; Risk Perception and Management; Resilience and Mental Health; Community Health and Development
730,Carlos Durán-Migliardi,Universidad Católica Silva Henríquez,Ciencia Política,2,28,2,,A5015846640,,Latin American socio-political dynamics; Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; Immigration and Intercultural Education
731,Lizette Manríquez Manríquez,Pontificia Universidad Católica de Valparaíso,Psicología,2,28,2,,A5008247292,,Educational and Psychological Assessments; Social Sciences and Policies; Early Childhood Education and Development; Community Health and Development
732,Marcela Noé,Pontificia Universidad Católica de Chile,Ciencia Política,2,26,3,,A5029846416,,Social Sciences and Policies; Public Policy and Governance; Politics and Society in Latin America; Social and Political Issues; Political and Social Dynamics in Chile and Latin America
733,Javier Castro Arcos,San Sebastián University,Ciencia Política,2,26,19,,A5049343595,0000-0002-0052-6825,"Political and Social Dynamics in Chile and Latin America; International Relations in Latin America; Agriculture and Social Issues; Religion and Society Interactions; Religion, Society, and Development"
734,Natalia Romero Hernández,Ministry of Education,Educación,2,28,7,,A5067672932,0000-0003-4960-3139,"Higher Education and Sustainability; Business, Innovation, and Economy; Regional Development and Innovation; Organizational Management and Innovation; Social Sciences and Policies"
735,Manuel Inostroza P,Universidad Andrés Bello,Ciencias Sociales,2,13,2,,A5011172285,,Social Sciences and Policies; Public Health and Environmental Issues; Healthcare Policy and Management; Public Health and Social Inequalities
736,Manuela Abarca Ferrando,University of Chile,Ciencias Sociales,2,13,2,,A5002830700,0000-0002-5605-8637,"Employment, Labor, and Gender Studies; Social Sciences and Policies; Labor Law and Work Dynamics"
737,Jeremy Colwill,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Ciencia Política,2,13,3,,A5081752490,,"Social Policy and Reform Studies; Human Rights and Immigration; Political and Economic history of UK and US; Torture, Ethics, and Law; Historical Studies on Reproduction, Gender, Health, and Societal Changes"
738,Luis Garrido Vergara,University of Chile,Ciencia Política,2,27,6,,A5052012178,,Philosophical Thought and Analysis; Elite Sociology and Global Capitalism; Cultural and Social Studies in Latin America; Social Sciences and Policies; Public Policy and Governance
739,Héctor Cavieres,Universidad Católica Silva Henríquez,Educación,2,25,4,,A5076842611,,"Latin American Urban Studies; Education in Rural Contexts; Education and Teacher Training; Social Sciences and Policies; Urbanism, Landscape, and Tourism Studies"
740,Lorena Araya-Silva,Universidad Autónoma de Chile,Sociología,2,25,5,,A5035734698,0000-0001-6686-6497,"Cruise Tourism Development and Management; Gender, Health, and Social Inequality; Maritime Ports and Logistics; Poverty, Education, and Child Welfare; Income, Poverty, and Inequality"
741,Javier Soto,Pontificia Universidad Católica de Chile,Ciencia Política,2,25,9,,A5114973081,,Social Sciences and Policies; Plant and soil sciences; Public Health and Environmental Issues; Public Policy and Governance; Facility Location and Emergency Management
742,Arturo Fontaine,University of Chile,Ciencia Política,2,27,29,,A5004480725,,Comparative Literary Analysis and Criticism; Political and Social Dynamics in Chile and Latin America; Literary and Cultural Studies; Social Sciences and Policies; Political Dynamics in Latin America
