ranking,openalex_id,orcid,nombre,institucion,pais_institucion,ror,h_index,i10_index,citas,trabajos,campo_principal,dominio,topics,works_api_url
1,A5034708283,,Arend Lijphart,Gobierno de Chile,CL,https://ror.org/02sevrz47,59,115,32776,475,Social Sciences,Social Sciences,Electoral Systems and Political Participation; Political Systems and Governance; European Union Policy and Governance; Agriculture and Rural Development Research; European and International Law Studies,https://api.openalex.org/works?filter=author.id:A5034708283
544,A5059381723,0000-0003-0756-7352,M. Alejandra Inostroza,Millennium Science Initiative,CL,https://ror.org/01c080z51,3,1,42,20,Social Sciences,Social Sciences,Social Sciences and Policies; Corporate Finance and Governance; Family Business Performance and Succession; Social Work Education and Practice; Entrepreneurship Studies and Influences,https://api.openalex.org/works?filter=author.id:A5059381723
545,A5050015697,,Alex Alarcón,University of Chile,CL,https://ror.org/047gc3g35,3,2,278,9,Social Sciences,Social Sciences,"Social Sciences and Policies; Aging, Health, and Disability; Employment, Labor, and Gender Studies; Business, Education, Mathematics Research; Nationalism and Cultural Identity",https://api.openalex.org/works?filter=author.id:A5050015697
546,A5080544438,,Melissa Soto,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,3,2,41,4,Social Sciences,Social Sciences,Career Development and Diversity; Concrete and Cement Materials Research; Gender Diversity and Inequality; Management and Organizational Studies; Recycling and utilization of industrial and municipal waste in materials production,https://api.openalex.org/works?filter=author.id:A5080544438
547,A5112552594,,M. Cortes,University of La Serena,CL,https://ror.org/01ht74751,3,1,23,4,Social Sciences,Social Sciences,"Multimedia Communication and Technology; Mobile Agent-Based Network Management; Drilling and Well Engineering; Oil and Gas Production Techniques; IPv6, Mobility, Handover, Networks, Security",https://api.openalex.org/works?filter=author.id:A5112552594
548,A5015244077,,Klaudio Duarte,University of Chile,CL,https://ror.org/047gc3g35,3,0,23,5,Social Sciences,Social Sciences,Educational Practices and Policies; Educational theories and practices; Education in Rural Contexts; Latin American socio-political dynamics; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5015244077
549,A5113805729,,Lilian Salvo,Universidad Católica de la Santísima Concepción,CL,https://ror.org/03y6k2j68,3,1,23,6,Psychology,Social Sciences,"Stress and Burnout Research; Aging, Health, and Disability; Social Sciences and Policies; Psychology Research and Bibliometrics; Health and Medical Education",https://api.openalex.org/works?filter=author.id:A5113805729
550,A5011790293,0000-0003-3032-4084,Sylvia Soto-Alvarado,Austral University of Chile,CL,https://ror.org/029ycp228,3,0,23,7,Social Sciences,Social Sciences,"Migration, Education, Indigenous Social Dynamics; Migration and Labor Dynamics; Social Sciences and Policies; Immigration and Intercultural Education; Migration, Racism, and Human Rights",https://api.openalex.org/works?filter=author.id:A5011790293
551,A5110955145,,F. Illana Robles,University of Concepción,CL,https://ror.org/0460jpj73,3,1,23,8,Social Sciences,Social Sciences,Social Sciences and Policies; Healthcare Systems and Technology; Political Theory and Democracy; Political and Social Dynamics in Chile and Latin America; Health and Medical Education,https://api.openalex.org/works?filter=author.id:A5110955145
552,A5026398704,,Hernán Cuevas,University of Concepción,CL,https://ror.org/0460jpj73,3,1,23,12,Social Sciences,Social Sciences,"Gender and Feminist Studies; Social Sciences and Policies; Public Policy and Governance; Employment, Labor, and Gender Studies; Latin American and Latino Studies",https://api.openalex.org/works?filter=author.id:A5026398704
553,A5009291828,,Fernando Robles Salgado,University of Concepción,CL,https://ror.org/0460jpj73,3,1,25,10,Social Sciences,Social Sciences,"Social Sciences and Policies; Education and Digital Technologies; Gender, Health, and Social Inequality; Advertising and Communication Studies; Linguistics and Discourse Analysis",https://api.openalex.org/works?filter=author.id:A5009291828
554,A5068680463,0000-0002-9099-4007,Felipe Orellana Gallardo,Alberto Hurtado University,CL,https://ror.org/00749za89,3,0,25,17,Social Sciences,Social Sciences,"Religion and Society in Latin America; Religious and Theological Studies; Religion and Society Interactions; Latin American Urban Studies; Religion, Society, and Development",https://api.openalex.org/works?filter=author.id:A5068680463
555,A5058493561,0000-0002-2530-2123,Jorge Gibert Galassi,University of Valparaíso,CL,https://ror.org/00h9jrb69,3,0,25,28,Social Sciences,Social Sciences,"Social Sciences and Policies; Science and Science Education; Science, Technology, and Education in Latin America; Philosophical Thought and Analysis; Public Policy and Governance",https://api.openalex.org/works?filter=author.id:A5058493561
556,A5037255402,,Menara Lube-Guizardi,University of Tarapacá,CL,https://ror.org/04xe01d27,3,2,37,9,Social Sciences,Social Sciences,"Migration, Education, Indigenous Social Dynamics; Immigration and Intercultural Education; Migration, Racism, and Human Rights; Employment, Labor, and Gender Studies; Social Sciences and Policies",https://api.openalex.org/works?filter=author.id:A5037255402
557,A5008821427,,Viviana Toro,University of Chile,CL,https://ror.org/047gc3g35,3,1,137,5,Social Sciences,Social Sciences,Social Sciences and Policies; Social Issues and Sustainability; Forensic Anthropology and Bioarchaeology Studies; Orthodontics and Dentofacial Orthopedics; MicroRNA in disease regulation,https://api.openalex.org/works?filter=author.id:A5008821427
558,A5102741900,0000-0003-2256-6147,Ana Lucía Sánchez,Dirección de Investigación y Desarrollo,CL,https://ror.org/02schg286,3,0,19,15,Social Sciences,Social Sciences,"Conflict, Peace, and Violence in Colombia; Pleural and Pulmonary Diseases; Cardiac tumors and thrombi; Social Sciences and Policies; Lung Cancer Diagnosis and Treatment",https://api.openalex.org/works?filter=author.id:A5102741900
559,A5085186412,0000-0002-0075-4094,David Román Soto,Metropolitan University of Educational Sciences,CL,https://ror.org/057anza51,3,0,18,13,Social Sciences,Social Sciences,Education and Teacher Training; Social Sciences and Policies; History of Education in Spain; Immigration and Intercultural Education; Inclusive Education and Diversity,https://api.openalex.org/works?filter=author.id:A5085186412
560,A5026860950,0000-0001-9464-4998,Sara Salum Alvarado,University of Valparaíso,CL,https://ror.org/00h9jrb69,3,0,18,14,Social Sciences,Social Sciences,Criminal Justice and Penology; Social Sciences and Policies; Health and Lifestyle Studies; Comparative constitutional jurisprudence studies; Legal processes and jurisprudence,https://api.openalex.org/works?filter=author.id:A5026860950
561,A5048401870,,Andrés Recasens Salvo,University of Chile,CL,https://ror.org/047gc3g35,3,0,18,16,Social Sciences,Social Sciences,Social Sciences and Policies; Cultural and Social Studies in Latin America; Cultural and political discourse analysis; Immigration and Intercultural Education; Latin American Cultural Politics,https://api.openalex.org/works?filter=author.id:A5048401870
562,A5076801258,0000-0001-7085-3031,Fernando Verdugo,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,3,0,18,18,Social Sciences,Social Sciences,Religious and Theological Studies; Religion and Society in Latin America; Higher Education and Sustainability; Social Sciences and Policies; Education for Peace and Conflict Resolution,https://api.openalex.org/works?filter=author.id:A5076801258
563,A5101598722,0009-0006-0055-8145,C. Mendoza,University of Chile,CL,https://ror.org/047gc3g35,3,0,19,4,"Business, Management and Accounting",Social Sciences,"Healthcare Systems and Technology; Management, Economics, and Public Policy; Latin American socio-political dynamics; Accounting and Organizational Management; Developmental and Educational Neuropsychology",https://api.openalex.org/works?filter=author.id:A5101598722
564,A5103604273,,Gonzalo Contreras Aguirre,Universidad Diego Portales,CL,https://ror.org/03gtdcg60,3,1,19,6,Social Sciences,Social Sciences,Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy; Comparative constitutional jurisprudence studies; Politics and Society in Latin America; Political Dynamics in Latin America,https://api.openalex.org/works?filter=author.id:A5103604273
565,A5006403030,0000-0001-5404-9764,Máximo Quiero-Bastías,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,3,1,19,6,Social Sciences,Social Sciences,Education and Teacher Training; Educational and Organizational Development; Educational Innovations and Technology; COVID-19 Pandemic Impacts; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5006403030
566,A5103119264,0000-0002-9019-6355,Catalina Valenzuela,University of the Americas,CL,https://ror.org/0166e9x11,3,0,19,7,Social Sciences,Social Sciences,"Social Sciences and Policies; Migration, Education, Indigenous Social Dynamics; Appendicitis Diagnosis and Management; Soft tissue tumor case studies; Sustainability and Climate Change Governance",https://api.openalex.org/works?filter=author.id:A5103119264
567,A5038500043,,Rossana Patrón,Universidad La República,CL,https://ror.org/05xs36f43,3,0,20,43,"Economics, Econometrics and Finance",Social Sciences,"Fiscal Policy and Economic Growth; Labor market dynamics and wage inequality; Economic Growth and Productivity; Employment, Labor, and Gender Studies; Poverty, Education, and Child Welfare",https://api.openalex.org/works?filter=author.id:A5038500043
568,A5061245032,0000-0002-9084-8624,Carmen Alfaro,Catholic University of the Maule,CL,https://ror.org/04vdpck27,3,0,19,17,Social Sciences,Social Sciences,"Migration, Education, Indigenous Social Dynamics; Educational theories and practices; Education in Rural Contexts; Social Sciences and Policies; Immigration and Intercultural Education",https://api.openalex.org/works?filter=author.id:A5061245032
569,A5045313592,0000-0001-7905-309X,Daniela Guzmán-Sanhueza,University of Atacama,CL,https://ror.org/022yres73,3,1,37,10,Social Sciences,Social Sciences,"Education and Teacher Training; Social Sciences and Policies; Social Issues and Sustainability; Stress and Burnout Research; Business, Innovation, and Economy",https://api.openalex.org/works?filter=author.id:A5045313592
570,A5045351143,0000-0002-0717-4885,Javier Barría Muñoz,Universidad Andrés Bello,CL,https://ror.org/01qq57711,3,1,37,14,Social Sciences,Social Sciences,"Social Sciences and Policies; Aging, Health, and Disability; Stress and Burnout Research; Psychological Treatments and Disorders; Intimate Partner and Family Violence",https://api.openalex.org/works?filter=author.id:A5045351143
571,A5103212922,0000-0002-8119-2686,Rodrigo Araya Gómez,Academy of Christian Humanism University,CL,https://ror.org/03x7msx65,3,1,37,25,Social Sciences,Social Sciences,"Political and Social Dynamics in Chile and Latin America; Employment, Labor, and Gender Studies; Social Sciences and Policies; Historical Studies in Latin America; Human Rights and Immigration",https://api.openalex.org/works?filter=author.id:A5103212922
572,A5011077688,0000-0002-4468-8586,María Pía Poblete S.,Austral University of Chile,CL,https://ror.org/029ycp228,3,2,39,8,Social Sciences,Social Sciences,"Migration, Education, Indigenous Social Dynamics; Cultural and Social Studies in Latin America; Indigenous Cultures and History; Social Sciences and Policies; Immigration and Intercultural Education",https://api.openalex.org/works?filter=author.id:A5011077688
573,A5075508868,,Soledad Villafañe,United Nations Economic Commission for Latin America and the Caribbean,CL,https://ror.org/015ggv447,3,1,26,3,"Economics, Econometrics and Finance",Social Sciences,"Economic Theory and Policy; Income, Poverty, and Inequality; Regional Development and Innovation; Economic theories and models",https://api.openalex.org/works?filter=author.id:A5075508868
574,A5007318587,0000-0002-0395-6046,Cristóbal Bravo Ferretti,University of Bío-Bío,CL,https://ror.org/04dndfk38,3,0,23,13,Social Sciences,Social Sciences,Social Sciences and Policies; Philippine History and Culture; Education and Teacher Training; Rhetoric and Communication Studies; Multilingual Education and Policy,https://api.openalex.org/works?filter=author.id:A5007318587
575,A5033896656,0000-0001-5453-5594,Mario Herrera,University of Talca,CL,https://ror.org/01s4gpq44,3,0,23,15,Social Sciences,Social Sciences,Politics and Society in Latin America; International Relations in Latin America; Political and Social Dynamics in Chile and Latin America; Public Policy and Governance; Electoral Systems and Political Participation,https://api.openalex.org/works?filter=author.id:A5033896656
576,A5028896857,0000-0003-0584-7705,Andrea Peroni,University of Chile,CL,https://ror.org/047gc3g35,3,0,23,20,Social Sciences,Social Sciences,Social Sciences and Policies; Social Issues and Sustainability; Public Policy and Governance; Education and Teacher Training; Social and Economic Solidarity,https://api.openalex.org/works?filter=author.id:A5028896857
577,A5008584710,,María del Pino Rodríguez Cruz,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",CL,https://ror.org/0598sqh06,3,1,23,21,Arts and Humanities,Social Sciences,History of Education in Spain; Educational theories and practices; Education and Teacher Training; Educational Practices and Policies; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5008584710
